<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
VRE,20180409,42.42,43.06,42.11,42.42,3921740
VRE,20180406,38.85,41.71,38.85,41.63,3742930
VRE,20180405,39.25,39.65,39.01,39.01,1075160
VRE,20180404,39.65,39.89,39.09,39.25,1132560
VRE,20180403,39.65,39.97,38.78,39.57,2078100
VRE,20180402,40.60,40.76,39.53,39.57,2006810
VRE,20180330,40.28,40.76,39.88,40.60,1682610
VRE,20180329,40.76,40.76,39.33,40.44,1549830
VRE,20180328,40.20,40.83,39.88,40.28,710900
VRE,20180327,39.65,40.36,39.25,39.88,1625420
VRE,20180326,39.25,39.65,38.46,38.54,2399520
VRE,20180323,39.80,40.28,39.01,39.57,2521210
VRE,20180322,40.84,41.63,40.84,41.07,1412140
VRE,20180321,41.87,41.95,40.20,40.84,3173550
VRE,20180320,42.03,42.27,41.63,41.87,1240830
VRE,20180319,41.39,42.50,41.39,42.03,1745990
VRE,20180316,42.03,42.90,41.40,41.39,15641390
VRE,20180315,42.18,43.21,40.83,42.03,6265540
VRE,20180314,44.33,44.57,42.27,42.42,4665300
VRE,20180313,44.41,44.41,43.54,44.25,5678180
VRE,20180312,45.60,45.68,44.25,44.25,5799900
VRE,20180309,44.57,45.20,43.61,44.17,3884030
VRE,20180308,43.61,44.40,43.21,44.17,2586890
VRE,20180307,44.01,44.48,42.82,43.29,2847760
VRE,20180306,41.95,43.54,41.32,43.53,3849780
VRE,20180305,44.33,44.72,40.76,40.76,4686530
VRE,20180302,43.14,44.01,43.14,43.77,3044310
VRE,20180301,43.22,44.01,42.82,43.93,3196120
VRE,20180228,42.82,44.32,42.66,42.66,5531320
VRE,20180227,43.77,45.04,42.66,43.53,3097420
VRE,20180226,42.82,43.77,41.79,43.61,5377610
VRE,20180223,39.65,40.92,39.49,40.92,3430070
VRE,20180222,38.85,39.57,38.85,39.57,3575630
VRE,20180221,39.65,39.65,38.62,39.25,2928020
VRE,20180213,37.98,38.22,37.82,38.10,3305870
VRE,20180212,37.98,38.42,36.08,37.86,3845820
VRE,20180209,36.31,37.86,36.15,37.86,3215790
VRE,20180208,39.65,40.84,38.85,38.85,1062120
VRE,20180207,39.96,40.44,38.93,40.44,3212830
VRE,20180206,37.86,40.44,37.86,37.86,9071240
VRE,20180205,42.82,43.21,40.68,40.68,3142830
VRE,20180202,43.53,43.69,43.13,43.69,1375890
VRE,20180201,44.01,44.01,42.03,43.61,3912850
VRE,20180131,44.33,46.55,43.93,43.93,6251570
VRE,20180130,43.61,44.64,43.21,43.77,2951010
VRE,20180129,45.12,45.91,43.53,43.61,4390910
VRE,20180126,45.19,46.38,43.61,43.61,4619400
VRE,20180125,46.78,48.69,44.40,44.40,7105690
VRE,20180122,47.66,48.37,46.39,47.18,3749050
VRE,20180119,46.54,48.76,46.38,48.37,3426360
VRE,20180118,43.29,46.62,43.21,45.59,2999350
VRE,20180117,43.06,45.44,42.82,43.61,3459330
VRE,20180116,43.53,43.53,42.66,42.74,2440360
VRE,20180115,43.61,44.09,42.58,43.29,2874160
VRE,20180112,41.39,44.00,41.31,43.61,4587910
VRE,20180111,39.41,41.39,38.86,41.15,2676140
VRE,20180110,37.27,39.81,37.27,39.49,3018830
VRE,20180109,36.87,37.50,36.79,37.27,1945080
VRE,20180108,37.27,37.39,36.64,36.79,1708070
VRE,20180105,37.43,37.67,37.23,37.27,1664520
VRE,20180104,37.95,38.07,37.19,37.43,935370
VRE,20180103,37.67,38.42,37.59,37.59,1663590
VRE,20180102,37.35,37.83,37.35,37.55,596280
VRE,20171229,37.11,37.86,36.63,37.39,2825760
VRE,20171228,37.82,37.82,37.18,37.19,940350
VRE,20171227,37.90,38.22,37.54,37.62,1103520
VRE,20171226,37.43,38.42,37.11,38.06,1555640
VRE,20171225,37.90,38.06,37.27,37.27,881540
VRE,20171222,38.22,38.74,37.90,37.90,962890
VRE,20171221,36.48,38.30,36.32,38.22,2896650
VRE,20171220,36.23,36.63,36.15,36.32,1430200
VRE,20171219,36.99,37.23,36.00,36.71,1297970
VRE,20171218,36.96,37.19,36.40,36.71,2414320
VRE,20171215,35.76,36.79,35.76,36.40,1761240
VRE,20171214,36.24,36.32,35.61,35.84,1424710
VRE,20171213,36.48,36.56,36.00,36.36,883220
VRE,20171212,35.84,36.55,34.17,36.48,1598220
VRE,20171211,35.68,36.87,35.68,35.68,943290
VRE,20171208,36.48,37.79,35.21,37.27,1558790
VRE,20171207,37.83,37.98,36.48,36.48,1067350
VRE,20171206,38.06,38.46,37.03,37.35,1834150
VRE,20171205,39.65,39.65,37.98,38.06,1980030
VRE,20171204,39.57,39.65,38.73,39.25,1584010
VRE,20171201,39.01,39.56,38.45,39.25,1312140
VRE,20171130,38.85,38.85,37.94,38.85,3235960
VRE,20171129,39.25,39.81,38.74,39.17,1595900
VRE,20171128,41.15,41.15,39.25,39.49,2811900
VRE,20171127,40.12,41.23,38.85,40.52,3451040
VRE,20171124,40.83,41.31,40.04,40.12,2384820
VRE,20171123,40.92,41.87,40.05,41.23,2316540
VRE,20171122,40.84,42.82,39.96,40.92,7455670
VRE,20171121,39.56,40.44,38.85,40.44,8062730
VRE,20171120,36.15,37.82,35.68,37.82,3176670
VRE,20171117,34.89,36.08,34.33,35.36,10742380
VRE,20171116,35.29,35.29,33.90,34.89,5521990
VRE,20171115,36.75,37.27,34.73,35.29,6550260
VRE,20171114,39.29,39.29,36.75,37.27,15464870
VRE,20171113,36.75,36.75,36.75,36.75,132380
VRE,20171110,34.37,34.37,34.37,34.37,31030
VRE,20171106,32.15,32.15,32.15,32.15,800
